Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint.Speed,Positioning,Finishing,Shot.Power,Long.Shots,Volleys,Penalties,Vision,Crossing,Free.Kick.Accuracy,Short.Passing,Long.Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball.Control,Composure,Interceptions,Heading.Accuracy,Def.Awareness,Standing.Tackle,Sliding.Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak.foot,Skill.moves,Preferred.foot,Height,Weight,Alternative.positions,Age,Nation,League,Team,url,GK.Diving,GK.Handling,GK.Kicking,GK.Positioning,GK.Reflexes,gender,name_norm,player_id,name,current_club_name,last_season,market_value_in_eur,highest_market_value_in_eur,statut_match,joueur_probablement_retraite,name_tm,score_matching
Selina Ostermeier,76,39,50,61,66,77,75,37,40,39.0,52.0,59,39.0,29.0,64,60,31.0,39.0,78,70,53.0,67.0,62,72,73,65,64,76.0,79.0,78.0,78.0,75.0,75,63,80,77,CB,3,2,Right,177,61,RB,25,Germany,GPFBL,Leverkusen,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/selina-ostermeier/265052,,,,,,F,selina ostermeier,,,,,,,non_trouve,False,,
Célina Ould Hocine,76,65,53,64,67,77,71,62,68,39.0,57.0,54,53.0,38.0,41,42,68.0,38.0,77,65,68.0,65.0,46,67,74,76,66,77.0,70.0,79.0,79.0,76.0,74,64,72,75,CB,3,3,Right,167,55,CDM,22,France,Arkema PL,Paris FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/celina-ould-hocine/264959,,,,,,F,celina ould hocine,,,,,,,non_trouve,False,,
Ella Palis,76,65,69,71,73,75,75,63,67,71.0,67.0,79,72.0,51.0,51,71,56.0,52.0,80,78,60.0,73.0,75,77,76,72,74,81.0,55.0,76.0,79.0,69.0,68,90,71,67,CM,3,3,Right,164,56,CDM,25,France,Arkema PL,Montpellier,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ella-palis/265859,,,,,,F,ella palis,,,,,,,non_trouve,False,,
Anja Pfluger,76,35,65,75,74,72,67,34,36,77.0,66.0,59,66.0,63.0,63,79,67.0,66.0,79,76,67.0,76.0,63,65,74,78,70,76.0,51.0,76.0,72.0,70.0,54,71,66,68,CM,3,3,Right,162,57,CDM,30,Germany,GPFBL,SGS Essen,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/anja-pfluger/265085,,,,,,F,anja pfluger,,,,,,,non_trouve,False,,
Seraina Piubel,76,67,70,73,76,43,56,68,66,76.0,75.0,65,72.0,45.0,60,75,73.0,50.0,79,73,48.0,79.0,63,58,72,81,60,32.0,44.0,27.0,65.0,45.0,56,51,58,55,CAM,3,3,Right,168,60,"ST, RM",24,Switzerland,Schweizer Damen Liga,FC Zürich,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/seraina-piubel/273404,,,,,,F,seraina piubel,,,,,,,non_trouve,False,,
Macarena Portales,76,82,74,70,79,41,72,83,81,80.0,73.0,75,75.0,65.0,69,70,65.0,69.0,75,65,72.0,80.0,89,75,70,77,70,40.0,55.0,35.0,45.0,35.0,75,79,69,70,LW,4,4,Right,162,54,"RW, LM",26,Spain,Liga F,Levante Badalona,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/macarena-portales/272099,,,,,,F,macarena portales,,,,,,,non_trouve,False,,
Julie Rabanne,76,72,73,76,74,73,72,70,74,77.0,72.0,76,75.0,60.0,67,75,76.0,73.0,78,74,66.0,75.0,68,65,73,76,75,72.0,73.0,71.0,76.0,70.0,82,75,77,55,RB,4,3,Right,153,57,"RM, LM",35,France,Arkema PL,FC Nantes,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/julie-rabanne/265952,,,,,,F,julie rabanne,,,,,,,non_trouve,False,,
Katelyn Rowland,76,76,76,73,76,35,77,39,30,11.0,11.0,55,14.0,,25,34,,,28,25,,12.0,46,54,70,16,38,,11.0,13.0,15.0,13.0,63,38,68,17,GK,2,1,Right,180,64,,30,United States,NWSL,Bay FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/katelyn-rowland/267244,76.0,76.0,73.0,77.0,76.0,F,katelyn rowland,,,,,,,non_trouve,False,,
Elin Rubensson,76,85,62,70,78,76,67,83,87,70.0,70.0,47,53.0,50.0,86,73,60.0,57.0,76,75,60.0,76.0,87,89,74,78,78,72.0,64.0,80.0,78.0,79.0,74,79,56,77,CDM,3,3,Right,166,60,"CM, RB",31,Sweden,NWSL,Houston Dash,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/elin-rubensson/226988,,,,,,F,elin rubensson,,,,,,,non_trouve,False,,
Abby Smith,76,75,76,71,77,39,76,33,47,11.0,,53,11.0,10.0,12,38,16.0,12.0,21,21,14.0,11.0,36,46,70,15,47,,15.0,10.0,16.0,13.0,47,24,34,19,GK,2,1,Right,173,66,,30,United States,NWSL,NJ/NY Gotham,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abby-smith/243771,75.0,76.0,71.0,76.0,77.0,F,abby smith,,,,,,,non_trouve,False,,
Alice Sombath,76,69,37,65,65,78,69,66,72,53.0,33.0,49,31.0,33.0,32,48,70.0,29.0,77,63,66.0,59.0,66,63,76,73,65,75.0,75.0,78.0,80.0,76.0,77,63,70,70,RB,3,3,Right,167,60,CB,20,France,Arkema PL,OL,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alice-sombath/265092,,,,,,F,alice sombath,,,,,,,non_trouve,False,,
Becky Spencer,76,76,76,67,71,43,79,42,45,,16.0,50,13.0,12.0,24,57,18.0,17.0,31,35,15.0,19.0,32,51,73,26,58,11.0,,10.0,15.0,15.0,62,25,65,22,GK,2,1,Right,167,57,,33,Jamaica,Barclays WSL,Spurs,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/becky-spencer/265254,76.0,76.0,67.0,79.0,71.0,F,becky spencer,,,,,,,non_trouve,False,,
Jasmyne Spencer,76,82,56,70,75,72,79,84,80,64.0,47.0,72,60.0,58.0,43,64,74.0,56.0,75,69,66.0,72.0,79,90,76,75,81,79.0,55.0,78.0,68.0,73.0,84,68,87,71,RB,3,3,Right,155,60,LB,34,United States,NWSL,Angel City FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jasmyne-spencer/267373,,,,,,F,jasmyne spencer,,,,,,,non_trouve,False,,
Greta Stegemann,76,53,49,65,64,76,78,40,63,40.0,44.0,70,44.0,32.0,60,61,45.0,64.0,78,69,50.0,62.0,45,78,71,68,68,75.0,80.0,77.0,76.0,75.0,78,70,82,76,CB,2,2,Right,171,64,,23,Germany,GPFBL,SC Freiburg,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/greta-stegemann/265060,,,,,,F,greta stegemann,,,,,,,non_trouve,False,,
Samantha Steuerwald,76,55,50,63,65,76,79,43,65,32.0,50.0,64,43.0,41.0,57,50,53.0,36.0,78,68,54.0,61.0,59,72,69,69,71,74.0,77.0,75.0,79.0,76.0,78,73,82,79,CB,2,2,Right,173,63,CM,25,Germany,GPFBL,SC Freiburg,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samantha-steuerwald/265079,,,,,,F,samantha steuerwald,,,,,,,non_trouve,False,,
Esther Sullastres,76,77,72,74,75,48,78,50,46,11.0,17.0,56,14.0,17.0,28,22,12.0,14.0,22,20,12.0,20.0,58,65,69,21,21,18.0,13.0,29.0,15.0,16.0,58,41,49,17,GK,3,1,Right,175,58,,31,Spain,Liga F,Sevilla FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/esther-sullastres/228630,77.0,72.0,74.0,78.0,75.0,F,esther sullastres,,,,,,,non_trouve,False,,
Eveliina Summanen,76,48,67,73,74,74,81,39,55,76.0,65.0,78,68.0,47.0,56,73,64.0,46.0,82,76,67.0,75.0,65,76,70,75,73,72.0,70.0,69.0,82.0,70.0,72,80,86,73,CM,3,3,Right,172,65,CDM,26,Finland,Barclays WSL,Spurs,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eveliina-summanen/266598,,,,,,F,eveliina summanen,,,,,,,non_trouve,False,,
Elisabeth Terland,76,78,77,70,76,35,69,77,78,74.0,80.0,77,76.0,70.0,65,71,69.0,52.0,74,67,61.0,77.0,76,72,74,75,69,24.0,74.0,25.0,40.0,37.0,83,71,71,59,ST,4,3,Right,171,63,,23,Norway,Barclays WSL,Manchester Utd,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/elisabeth-terland/266254,,,,,,F,elisabeth terland,,,,,,,non_trouve,False,,
Lindsey Thomas,76,90,75,67,74,42,67,88,92,78.0,76.0,71,76.0,71.0,70,67,61.0,63.0,74,61,57.0,75.0,66,66,74,76,69,35.0,78.0,36.0,42.0,34.0,88,70,68,55,ST,3,3,Right,171,57,RW,29,France,Calcio A Femminile,Juventus,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lindsey-thomas/266962,,,,,,F,lindsey thomas,,,,,,,non_trouve,False,,
Aïssatou Tounkara,76,64,35,56,62,78,77,67,62,35.0,32.0,43,31.0,36.0,41,37,42.0,30.0,75,74,33.0,59.0,52,64,73,66,76,74.0,73.0,80.0,81.0,76.0,83,70,81,73,CB,2,2,Right,174,60,,29,France,Arkema PL,Paris SG,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aissatou-tounkara/236648,,,,,,F,aissatou tounkara,,,,,,,non_trouve,False,,
Aïssata Traoré,76,82,73,70,77,42,75,79,84,78.0,76.0,68,72.0,64.0,69,76,69.0,58.0,73,61,64.0,76.0,85,70,75,77,77,35.0,81.0,43.0,36.0,32.0,89,77,72,75,LM,3,3,Right,172,59,"ST, LW",27,Mali,Arkema PL,FC Fleury 91,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aissata-traore/267660,,,,,,F,aissata traore,,,,,,,non_trouve,False,,
Danielle Turner,76,63,51,71,65,77,73,59,67,54.0,46.0,60,52.0,48.0,52,58,72.0,69.0,78,71,65.0,59.0,65,60,75,73,58,76.0,76.0,79.0,77.0,76.0,76,79,67,78,CB,3,2,Left,170,58,LB,33,England,Barclays WSL,Aston Villa,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/danielle-turner/265332,,,,,,F,danielle turner,,,,,,,non_trouve,False,,
Ashleigh Weerden,76,81,72,68,80,34,64,83,79,79.0,73.0,72,69.0,65.0,72,69,71.0,60.0,69,62,65.0,81.0,84,93,69,79,72,40.0,56.0,38.0,24.0,22.0,74,74,64,49,LW,3,4,Left,152,50,"LB, LM",25,Holland,Barclays WSL,Crystal Palace,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ashleigh-weerden/247792,,,,,,F,ashleigh weerden,,,,,,,non_trouve,False,,
Jessica Wik,76,76,33,66,64,72,76,77,75,45.0,30.0,39,27.0,25.0,54,60,76.0,50.0,70,55,65.0,58.0,80,75,75,63,74,69.0,68.0,71.0,77.0,74.0,77,85,69,81,RB,3,3,Right,166,62,CB,32,Sweden,Sverige Liga,FC Rosengård,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jessica-wik/226976,,,,,,F,jessica wik,,,,,,,non_trouve,False,,
Rachel Williams,76,63,77,64,74,45,72,61,64,85.0,76.0,80,75.0,79.0,63,65,54.0,56.0,76,53,61.0,76.0,56,65,69,78,75,42.0,78.0,39.0,45.0,34.0,80,70,73,70,ST,3,3,Right,169,68,,36,England,Barclays WSL,Manchester Utd,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rachel-williams/265263,,,,,,F,rachel williams,,,,,,,non_trouve,False,,
Lynn Wilms,76,75,51,70,70,73,73,76,74,67.0,45.0,61,54.0,50.0,42,63,77.0,53.0,72,70,68.0,65.0,73,69,72,75,70,78.0,58.0,73.0,73.0,75.0,75,77,72,70,RB,3,2,Right,176,68,LB,23,Holland,GPFBL,VfL Wolfsburg,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lynn-wilms/253417,,,,,,F,lynn wilms,,,,,,,non_trouve,False,,
Juliane Wirtz,76,46,68,71,71,72,72,43,49,76.0,69.0,61,73.0,58.0,60,78,55.0,61.0,78,77,59.0,72.0,65,71,76,72,67,78.0,58.0,68.0,79.0,64.0,63,73,72,71,CM,3,3,Right,173,61,CAM,23,Germany,GPFBL,SV Werder Bremen,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/juliane-wirtz/264921,,,,,,F,juliane wirtz,,,,,,,non_trouve,False,,
Angelina,75,72,68,74,78,48,65,73,72,73.0,63.0,74,72.0,71.0,58,72,74.0,65.0,77,75,72.0,78.0,77,82,79,79,69,48.0,57.0,48.0,45.0,46.0,67,74,59,68,CAM,4,4,Right,164,58,CDM,24,Brazil,NWSL,Orlando Pride,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/angelina/267199,,,,,,F,angelina,,,,,,,non_trouve,False,,
Arene Altonaga,75,63,57,65,71,74,68,60,65,71.0,52.0,65,61.0,37.0,51,77,37.0,44.0,77,74,45.0,70.0,56,67,81,75,77,77.0,50.0,70.0,82.0,77.0,61,76,64,71,CM,2,2,Right,159,53,,31,Spain,Liga F,SD Eibar,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/arene-altonaga/275581,,,,,,F,arene altonaga,,,,,,,non_trouve,False,,
Carla Armengol,75,80,72,75,73,56,65,81,79,71.0,75.0,69,77.0,59.0,55,71,70.0,79.0,81,70,74.0,74.0,79,69,69,72,66,60.0,69.0,55.0,55.0,40.0,79,69,68,50,RM,3,4,Right,164,53,"ST, RW",26,Spain,Liga F,Real Betis,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/carla-armengol/272259,,,,,,F,carla armengol,,,,,,,non_trouve,False,,
Jordan Baggett,75,77,72,71,75,55,56,78,76,81.0,74.0,68,75.0,45.0,68,78,53.0,67.0,79,77,47.0,76.0,68,73,77,78,68,64.0,52.0,42.0,68.0,44.0,66,59,55,53,CM,3,3,Right,168,59,CAM,27,United States,NWSL,Rac. Louisville,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jordan-baggett/267505,,,,,,F,jordan baggett,,,,,,,non_trouve,False,,
Jill Baijings,75,68,73,73,77,64,64,64,72,74.0,73.0,67,82.0,67.0,64,75,74.0,66.0,74,67,70.0,79.0,72,78,71,77,65,71.0,53.0,59.0,68.0,62.0,63,71,64,56,CAM,4,3,Left,168,58,CM,23,Holland,Barclays WSL,Aston Villa,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jill-baijings/264876,,,,,,F,jill baijings,,,,,,,non_trouve,False,,
Nicole Barnhart,75,71,80,78,65,35,81,37,31,10.0,17.0,59,12.0,10.0,40,36,15.0,13.0,21,27,12.0,11.0,44,57,67,15,46,17.0,14.0,15.0,17.0,18.0,49,28,41,19,GK,2,1,Right,178,68,,42,United States,NWSL,Washington Spirit,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicole-barnhart/226339,71.0,80.0,78.0,81.0,65.0,F,nicole barnhart,,,,,,,non_trouve,False,,
Inès Benyahia,75,72,74,73,76,63,68,72,72,77.0,75.0,73,72.0,68.0,70,74,69.0,69.0,76,69,72.0,77.0,73,64,75,79,73,69.0,72.0,48.0,72.0,62.0,81,70,73,48,ST,3,3,Right,175,63,CM,21,France,Arkema PL,OL,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ines-benyahia/264944,,,,,,F,ines benyahia,,,,,,,non_trouve,False,,
Klára Cahynová,75,54,37,70,62,76,77,55,54,45.0,35.0,35,40.0,37.0,50,55,75.0,39.0,80,75,62.0,50.0,68,62,60,77,75,77.0,84.0,75.0,77.0,70.0,86,71,82,70,CDM,2,2,Right,178,66,CM,30,Czech Republic,Liga F,Real Sociedad,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/klara-cahynova/272054,,,,,,F,klara cahynova,,,,,,,non_trouve,False,,
Mickaëlla Cardia,75,81,69,70,81,42,62,83,79,72.0,67.0,73,72.0,62.0,62,69,65.0,59.0,75,65,88.0,80.0,92,84,72,82,73,41.0,58.0,43.0,40.0,35.0,74,66,63,53,LM,3,4,Left,160,55,"RM, LW",24,France,Arkema PL,Havre AC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mickaella-cardia/265865,,,,,,F,mickaella cardia,,,,,,,non_trouve,False,,
Marta Carro,75,66,67,62,69,75,76,63,69,75.0,69.0,72,70.0,31.0,51,70,31.0,59.0,78,70,27.0,65.0,76,68,65,74,65,75.0,72.0,75.0,77.0,71.0,79,81,76,70,CDM,3,2,Right,177,68,CB,33,Spain,Liga F,Valencia CF,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marta-carro/242795,,,,,,F,marta carro,,,,,,,non_trouve,False,,
Estelle Cascarino,75,67,40,65,64,77,70,66,68,40.0,36.0,55,33.0,39.0,46,50,67.0,31.0,75,70,58.0,59.0,58,67,72,70,67,77.0,72.0,75.0,79.0,77.0,76,66,70,73,CB,2,2,Left,161,52,LB,27,France,Calcio A Femminile,Juventus,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/estelle-cascarino/256094,,,,,,F,estelle cascarino,,,,,,,non_trouve,False,,
Janice Cayman,75,56,75,78,79,75,68,53,59,81.0,71.0,77,79.0,72.0,77,79,78.0,78.0,81,69,74.0,80.0,76,68,78,81,80,76.0,74.0,75.0,75.0,72.0,74,62,72,66,RB,4,3,Right,167,61,RM,35,Belgium,Barclays WSL,Leicester City,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/janice-cayman/261785,,,,,,F,janice cayman,,,,,,,non_trouve,False,,
Simone Charley,75,75,75,70,71,43,71,76,74,75.0,76.0,74,75.0,74.0,65,69,61.0,69.0,79,68,58.0,70.0,61,55,75,76,77,42.0,79.0,37.0,38.0,37.0,85,71,69,71,ST,3,3,Right,173,64,RM,29,United States,NWSL,Orlando Pride,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/simone-charley/267365,,,,,,F,simone charley,,,,,,,non_trouve,False,,
Kyra Cooney-Cross,75,75,74,74,74,69,70,73,76,79.0,74.0,71,76.0,74.0,66,77,63.0,68.0,78,79,72.0,71.0,77,83,77,76,72,74.0,53.0,74.0,67.0,64.0,68,82,66,66,CDM,3,3,Right,164,58,CM,22,Australia,Barclays WSL,Arsenal,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kyra-cooney-cross/262866,,,,,,F,kyra cooneycross,,,,,,,non_trouve,False,,
Deja Davis,75,50,49,52,62,76,81,64,38,43.0,46.0,63,39.0,38.0,70,44,41.0,36.0,64,59,45.0,65.0,34,52,72,68,63,76.0,79.0,75.0,78.0,73.0,87,78,86,71,CB,3,2,Right,173,69,,29,United States,Arkema PL,Paris FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/deja-davis/269208,,,,,,F,deja davis,,,,,,,non_trouve,False,,
María De Alharilla,75,53,53,72,73,77,77,52,54,69.0,50.0,62,47.0,40.0,71,59,80.0,62.0,76,74,69.0,72.0,69,81,77,75,72,82.0,71.0,81.0,75.0,70.0,76,70,80,80,RB,3,3,Right,164,51,,33,Spain,Liga F,Levante UD,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maria-de-alharilla/272014,,,,,,F,maria de alharilla,,,,,,,non_trouve,False,,
Léa Declercq,75,65,69,74,74,72,73,61,68,64.0,69.0,71,73.0,55.0,67,69,72.0,81.0,78,73,68.0,74.0,69,78,69,76,72,74.0,51.0,74.0,76.0,70.0,66,80,72,70,CDM,3,3,Right,168,62,"CM, CAM",29,France,Arkema PL,Dijon FCO,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lea-declercq/265878,,,,,,F,lea declercq,,,,,,,non_trouve,False,,
Meggie Dougherty Howard,75,64,63,66,74,73,73,65,63,68.0,65.0,57,67.0,55.0,62,70,42.0,51.0,79,76,48.0,75.0,61,75,73,78,72,76.0,61.0,76.0,72.0,68.0,70,79,70,75,CM,3,3,Right,165,57,CDM,29,United States,NWSL,Angel City FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/meggie-dougherty-howard/267298,,,,,,F,meggie dougherty howard,,,,,,,non_trouve,False,,
Gemma Evans,75,40,47,60,62,77,75,33,45,54.0,41.0,63,45.0,42.0,47,56,40.0,52.0,70,72,52.0,58.0,53,67,70,65,77,80.0,76.0,78.0,76.0,74.0,71,78,74,77,CB,3,2,Left,170,59,,28,Wales,Barclays WSL,Liverpool,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gemma-evans/265350,,,,,,F,gemma evans,,,,,,,non_trouve,False,,
Hélène Fercocq,75,53,47,65,64,77,76,36,67,49.0,44.0,57,48.0,38.0,45,64,47.0,44.0,76,74,55.0,62.0,63,51,73,69,66,75.0,76.0,77.0,78.0,76.0,72,81,75,73,CB,3,2,Right,176,60,CDM,26,France,Arkema PL,En Avant Guingamp,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/helene-fercocq/265875,,,,,,F,helene fercocq,,,,,,,non_trouve,False,,
Charlotte Fernandes,75,60,53,68,68,73,67,56,64,57.0,47.0,71,49.0,43.0,52,59,75.0,46.0,76,59,65.0,63.0,66,70,75,75,68,80.0,63.0,72.0,73.0,75.0,65,71,62,73,RB,3,3,Right,167,56,,31,France,Arkema PL,FC Fleury 91,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/charlotte-fernandes/265833,,,,,,F,charlotte fernandes,,,,,,,non_trouve,False,,
Aïrine Fontaine,75,73,71,70,77,41,61,77,69,73.0,71.0,68,77.0,61.0,57,69,72.0,55.0,74,66,58.0,78.0,77,60,72,80,69,37.0,46.0,44.0,41.0,35.0,66,66,63,49,LM,2,3,Left,168,61,LW,20,France,Arkema PL,FC Fleury 91,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/airine-fontaine/268261,,,,,,F,airine fontaine,,,,,,,non_trouve,False,,
Vanessa Fudalla,75,80,77,64,73,54,68,81,80,84.0,82.0,67,80.0,63.0,58,72,45.0,55.0,70,66,60.0,75.0,58,70,77,76,63,67.0,58.0,33.0,68.0,44.0,75,74,69,58,ST,3,3,Left,155,54,CAM,22,Germany,GPFBL,RB Leipzig,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vanessa-fudalla/265377,,,,,,F,vanessa fudalla,,,,,,,non_trouve,False,,
Patri Gavira,75,73,53,65,68,75,78,75,71,35.0,45.0,65,60.0,59.0,69,45,69.0,69.0,74,69,58.0,65.0,64,71,74,70,77,75.0,67.0,78.0,75.0,70.0,82,71,82,75,CB,3,2,Left,171,68,,35,Spain,Liga F,UD Tenerife,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/patri-gavira/272232,,,,,,F,patri gavira,,,,,,,non_trouve,False,,
Léna Goetsch,75,76,46,65,65,73,71,74,78,48.0,43.0,59,41.0,45.0,49,53,70.0,44.0,73,61,61.0,62.0,69,72,70,66,65,75.0,62.0,74.0,75.0,72.0,73,86,66,63,RB,3,3,Right,171,62,,24,France,Arkema PL,Dijon FCO,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lena-goetsch/265879,,,,,,F,lena goetsch,,,,,,,non_trouve,False,,
Lina Hausicke,75,67,67,73,71,71,68,63,71,61.0,67.0,68,66.0,58.0,74,71,66.0,67.0,76,78,70.0,70.0,64,71,74,75,67,73.0,55.0,74.0,73.0,69.0,65,74,63,73,CDM,3,3,Right,176,66,CM,26,Germany,GPFBL,SV Werder Bremen,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lina-hausicke/265116,,,,,,F,lina hausicke,,,,,,,non_trouve,False,,
Shelby Hogan,75,78,70,77,73,44,72,44,45,,10.0,58,15.0,,24,32,12.0,,27,30,11.0,10.0,48,41,74,16,34,,12.0,12.0,12.0,,64,35,68,14,GK,2,1,Right,180,69,,26,United States,NWSL,Portland Thorns,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/shelby-hogan/267219,78.0,70.0,77.0,72.0,73.0,F,shelby hogan,,,,,,,non_trouve,False,,
Ceri Holland,75,78,71,71,76,67,72,78,78,77.0,71.0,77,70.0,66.0,52,74,70.0,55.0,74,70,68.0,76.0,70,77,76,78,66,74.0,54.0,56.0,74.0,73.0,74,79,72,64,CM,3,3,Right,165,57,CAM,26,Wales,Barclays WSL,Liverpool,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ceri-holland/266922,,,,,,F,ceri holland,,,,,,,non_trouve,False,,
Sophie Howard,75,49,39,60,55,76,68,46,51,42.0,26.0,63,45.0,28.0,50,40,57.0,47.0,77,65,40.0,42.0,51,73,71,68,59,79.0,78.0,76.0,75.0,72.0,75,52,72,77,CB,3,2,Right,175,59,RB,30,Scotland,Barclays WSL,Leicester City,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sophie-howard/245877,,,,,,F,sophie howard,,,,,,,non_trouve,False,,
Emmy Jézéquel,75,69,44,61,67,76,75,61,75,36.0,42.0,56,41.0,38.0,40,41,52.0,39.0,78,66,61.0,64.0,64,71,72,71,63,73.0,71.0,76.0,79.0,75.0,77,76,74,74,CB,3,2,Left,162,58,,23,France,Arkema PL,Strasbourg,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emmy-jezequel/265931,,,,,,F,emmy jezequel,,,,,,,non_trouve,False,,
Franziska Kett,75,75,68,72,76,51,63,71,78,78.0,71.0,60,70.0,59.0,56,74,76.0,59.0,76,59,64.0,77.0,78,60,76,78,65,46.0,49.0,52.0,52.0,54.0,66,53,68,62,LM,4,3,Left,171,61,"LB, LW",19,Germany,GPFBL,FC Bayern München,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/franziska-kett/270525,,,,,,F,franziska kett,,,,,,,non_trouve,False,,
Natasha Kowalski,75,74,73,73,75,44,69,78,70,77.0,75.0,74,73.0,70.0,50,73,74.0,73.0,74,68,71.0,77.0,76,53,75,77,71,43.0,67.0,38.0,40.0,55.0,79,69,71,60,CAM,4,4,Right,170,63,CM,21,Germany,GPFBL,SGS Essen,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/natasha-kowalski/272338,,,,,,F,natasha kowalski,,,,,,,non_trouve,False,,
Kaleigh Kurtz,75,62,50,55,58,78,73,60,63,43.0,38.0,67,66.0,35.0,41,38,41.0,65.0,70,62,50.0,54.0,44,58,75,63,67,80.0,74.0,79.0,79.0,76.0,79,75,77,58,CB,3,2,Right,172,60,,30,United States,NWSL,NC Courage,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kaleigh-kurtz/267235,,,,,,F,kaleigh kurtz,,,,,,,non_trouve,False,,
Emilia Larsson,75,67,70,72,76,62,62,68,66,71.0,75.0,69,64.0,65.0,50,74,68.0,55.0,78,71,63.0,78.0,60,77,74,80,60,58.0,62.0,69.0,60.0,59.0,69,70,63,47,LM,3,3,Right,163,58,"RM, LW",26,Sweden,Sverige Liga,FC Rosengård,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emilia-larsson/275917,,,,,,F,emilia larsson,,,,,,,non_trouve,False,,
Veronica Latsko,75,69,73,71,73,42,67,68,69,80.0,76.0,71,69.0,72.0,70,69,73.0,61.0,77,68,53.0,72.0,71,67,79,77,66,38.0,72.0,38.0,39.0,37.0,76,66,68,62,RM,3,3,Right,172,63,RW,28,United States,NWSL,Seattle Reign,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/veronica-latsko/267207,,,,,,F,veronica latsko,,,,,,,non_trouve,False,,
Annelie Leitner,75,62,45,61,65,77,69,57,66,41.0,40.0,61,43.0,32.0,42,51,67.0,40.0,71,54,42.0,58.0,69,66,66,72,71,80.0,66.0,72.0,84.0,80.0,71,74,73,53,RB,3,2,Left,170,60,LB,28,Austria,Liga F,SD Eibar,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/annelie-leitner/276468,,,,,,F,annelie leitner,,,,,,,non_trouve,False,,
